Product Name,Price,Store,URL
"XIAOMI Redmi Note 14 Pro - 6.67"" (512GB/12GB) 200MP, 4G Dual SIM, 5500mAh - Black",520000.0,Jumia,https://www.jumia.com.ng/redmi-note-14-pro-6.67-512gb12gb-200mp-4g-dual-sim-5500mah-black-xiaomi-mpg11425196.html
"XIAOMI Redmi Note 14 Pro - 6.67"" (512GB/12GB) 200MP, 4G Dual SIM, 5500mAh - Purple",520000.0,Jumia,https://www.jumia.com.ng/redmi-note-14-pro-6.67-512gb12gb-200mp-4g-dual-sim-5500mah-purple-xiaomi-mpg11366216.html
"XIAOMI Redmi Note 14 Pro+ 5G 6.67"" 8GB RAM/256 GB ROM HyperOS - Frost Blue",539000.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14-pro-5g-6.67-8gb-ram256-gb-rom-hyperos-frost-blue-401043825.html
"XIAOMI Redmi Note 14 Pro+ 5G 6.67"" 8GB RAM/256 GB ROM HyperOS - Lavender Purple",559899.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14-pro-5g-6.67-8gb-ram256-gb-rom-hyperos-lavender-purple-401043829.html
"XIAOMI Redmi Note 14 Pro+ 5G 6.67"" 8GB RAM/256 GB ROM HyperOS - Midnight Black",569000.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14-pro-5g-6.67-8gb-ram256-gb-rom-hyperos-midnight-black-401065215.html
"XIAOMI Redmi Note 14Pro+ - 6.67"" (8GB RAM, 256GB ROM) Android 14 (200MP/8/2)MP + 20MP - Snapdragon 5G - 5110mAh - Dual Sim - Midnight Black",600000.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14pro-6.67-8gb-ram-256gb-rom-android-14-200mp82mp-20mp-snapdragon-5g-5110mah-dual-sim-midnight-black-418292243.html
Xiaomi Redmi Note 14 Pro Plus 8GB+256GB,619800.0,Slot,https://slot.ng/index.php/xiaomi-redmi-note-14-pro-plus-8gb-256gb.html
"XIAOMI Redmi Note 14 Pro+ 5G 6.67"" 12GB RAM/512 GB ROM, Android 14 HyperOS, Dual Sim - Black",635000.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14-pro-5g-6.67-12gb-ram512-gb-rom-android-14-hyperos-dual-sim-black-412866398.html
"XIAOMI Redmi Note 14 Pro+ 5G 6.67"" 12GB RAM/512 GB ROM, Android 14 HyperOS, Dual Sim - Black",639999.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14-pro-5g-6.67-12gb-ram512-gb-rom-android-14-hyperos-dual-sim-black-412866487.html
"XIAOMI Redmi Note 14 Pro+ 6.67"" 12GB RAM 512GB ROM Android 14 Dual SIM - Midnight Black",640000.0,Jumia,https://www.jumia.com.ng/redmi-note-14-pro-6.67-12gb-ram-512gb-rom-android-14-dual-sim-midnight-black-xiaomi-mpg11004586.html
"XIAOMI Redmi Note 14 Pro+ 5G 6.67"" 12GB RAM/512 GB ROM, Android 14 HyperOS, Dual Sim  - Black",644999.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14-pro-5g-6.67-12gb-ram512-gb-rom-android-14-hyperos-dual-sim-black-412851915.html
"XIAOMI Redmi Note 14 Pro+ 5G-6.67"",12/512GB,200/16MP-Midnight Black",715699.0,Jumia,https://www.jumia.com.ng/xiaomi-redmi-note-14-pro-5g-6.6712512gb20016mp-midnight-black-301705231.html
"XIAOMI Redmi Note 14 Pro+ 5G - 6.67"" (512GB/12GB) Dual SIM, 200MP, 6200mAh - Black",770000.0,Jumia,https://www.jumia.com.ng/redmi-note-14-pro-5g-6.67-512gb12gb-dual-sim-200mp-6200mah-black-xiaomi-mpg11379379.html
