Product Name,Price,Store,URL
"Samsung Galaxy S24  6.2"" 8GB RAM 256GB ROM  5G Dual SIM - Gray",1200000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-6.2-8gb-ram-256gb-rom-5g-dual-sim-gray-353278882.html
Samsung  Galaxy S24 Ultra Dual SIM - 12GB RAM - 256GB - 5G,1200000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-dual-sim-12gb-ram-256gb-5g-418630540.html
Samsung Galaxy S24 Ultra One Sim And E - Sim - 12GB RAM - 512GB - 5G - Black Titanium,1250000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-one-sim-and-e-sim-12gb-ram-512gb-5g-black-titanium-366429430.html
"Samsung Galaxy S24 Plus - 6.7"" (256GB/12GB) Single Sim 5G - Black",1250000.0,Jumia,https://www.jumia.com.ng/galaxy-s24-plus-6.7-256gb12gb-single-sim-5g-black-samsung-mpg6978946.html
"Samsung Galaxy S24 Ultra 5G, 256GB ROM /12GB RAM AI Smartphone, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1299999.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-256gb-rom-12gb-ram-ai-smartphone-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-409910856.html
"Samsung Galaxy S24 Ultra 5G, 256GB ROM /12GB RAM AI Smartphone, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1299999.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-256gb-rom-12gb-ram-ai-smartphone-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-410203697.html
"Samsung Galaxy S24 Ultra 5G, 256GB ROM /12GB RAM AI Smartphone, PHYSICAL & ESIM, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1300000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-256gb-rom-12gb-ram-ai-smartphone-physical-esim-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-409910747.html
"Samsung Galaxy S24 Ultra 5G, 256GB ROM /12GB RAM, PHYSICAL & ESIM AI Smartphone, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1315000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-256gb-rom-12gb-ram-physical-esim-ai-smartphone-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-409910710.html
"Samsung Galaxy S24 Ultra 5G - 6.8"" 256GB/12GB, 1sim & Esim - Violet",1325000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-6.8-256gb12gb-1sim-esim-violet-369808629.html
"Samsung Galaxy S24 Ultra 5G - 6.8"" 256GB/12GB, 1.SIM + ESIM - Black",1325000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-6.8-256gb12gb-1.sim-esim-black-369807040.html
"Samsung Galaxy S24 Ultra 5G - 6.8"" 256GB/12GB,1sim+ E-Sim - Yellow",1325000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-6.8-256gb12gb1sim-e-sim-yellow-369807180.html
Samsung Galaxy S24 Ultra SINGLE -SIM - 12GB/256GB -black,1355900.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-single-sim-12gb256gb-black-360093978.html
Samsung Galaxy S24 Ultra SINGLE- SIM - 12GB/256GB -GRAY,1355900.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-single-sim-12gb256gb-gray-360094212.html
"Samsung Galaxy S24 Ultra 5G, 512GB/12GB DUAL SIM AI Smartphone, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1399999.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-512gb12gb-dual-sim-ai-smartphone-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-409910508.html
"Samsung Galaxy S24 Ultra 5G, 512GB/12GB RAM, PHYSICAL & ESIM AI Smartphone, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1400000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-512gb12gb-ram-physical-esim-ai-smartphone-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-409910557.html
"Samsung Galaxy S24 Ultra 5G, 512GB/12GB RAM, PHYSICAL & ESIM AI Smartphone, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1400000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-512gb12gb-ram-physical-esim-ai-smartphone-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-409910616.html
"Samsung Galaxy S24 Ultra 5G, 512GB/12GB RAM, PHYSICAL & ESIM AI Smartphone, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen",1400000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-512gb12gb-ram-physical-esim-ai-smartphone-200mp-100x-zoom-cameras-fast-processor-long-battery-life-edge-to-edge-display-s-pen-409910529.html
Samsung Galaxy S25+ 256GB,1443000.0,Slot,https://slot.ng/index.php/samsung-galaxy-s25-plus-256gb-standard-package.html
"Samsung Galaxy S24 Ultra 5G - 6.8"" (256GB/12GB) 5000mAh - GREY",1470900.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-6.8-256gb12gb-5000mah-grey-337816303.html
Samsung Galaxy Z Flip 5 512GB,1477000.0,Slot,https://slot.ng/index.php/samsung-galaxy-z-flip-5-512gb-standard.html
"Samsung Galaxy S24 Plus 6.7"" 12GB 256GB ROM  5G Dual SIM - Black",1500000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-plus-6.7-12gb-256gb-rom-5g-dual-sim-black-350740288.html
Samsung Galaxy S24 Ultra Dual SIM - 12GB RAM - 256GB - 5G - Black,1599000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-dual-sim-12gb-ram-256gb-5g-black-288903990.html
Samsung Galaxy S24 Ultra Dual SIM - 12GB RAM - 512GB - 5G - Black,1600000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-dual-sim-12gb-ram-512gb-5g-black-396448468.html
"Samsung Galaxy S24 Plus 6.7"" 12GB  512GB ROM  5G Dual SIM - Gray",1650000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-plus-6.7-12gb-512gb-rom-5g-dual-sim-gray-353272054.html
"Samsung Galaxy S24 Ultra - 6.8"" (512GB/12GB) Single Sim 5G - Orange",1650000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-6.8-512gb12gb-single-sim-5g-orange-381385442.html
"Samsung Galaxy S24 Plus 6.7"" 12GB  512GB ROM  5G Dual SIM - Black",1650000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-plus-6.7-12gb-512gb-rom-5g-dual-sim-black-353268475.html
Samsung Galaxy S24 Ultra Dual SIM - 12GB - 512GB - 5G - GRAY,1999999.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-dual-sim-12gb-512gb-5g-gray-312617873.html
Samsung Galaxy S24 Ultra,2000000.0,Jumia,https://www.jumia.com.ng/galaxy-s24-ultra-samsung-mpg11150115.html
Samsung Galaxy S24 Ultra 6.8'' 12GB  512GB ROM Dual Sim 5G - Grey,2200000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-6.8-12gb-512gb-rom-dual-sim-5g-grey-379728863.html
Samsung Galaxy S24 Ultra 6.8'' 12GB  512GB ROM Dual Sim 5G - Black,2200000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-6.8-12gb-512gb-rom-dual-sim-5g-black-379726951.html
Samsung Galaxy S24 Ultra 6.8'' 12GB 1TB ROM Dual Sim 5G - Black,2600000.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-6.8-12gb-1tb-rom-dual-sim-5g-black-379724159.html
Samsung Galaxy Z Fold 6 512GB 5G,2865700.0,Slot,https://slot.ng/index.php/samsung-galaxy-z-fold6-512gb-price-specs.html
Samsung Galaxy Z Fold 6 1TB 5G,3207000.0,Slot,https://slot.ng/index.php/samsung-galaxy-z-fold-6-1tb-5g.html
Samsung Galaxy S24 Ultra SINGLE - SIM - 12GB/256GB -VIOLET,3515431.0,Jumia,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-single-sim-12gb256gb-violet-360092928.html
